username,source_freq_map
1StarLandmarks,{'One Star Landmarks': 200}
AdjectiveInCity,"{'Cheap Bots, Done Quick!': 200}"
happyendingbot,"{'Cheap Bots, Done Quick!': 200}"
emojitracks,"{'Cheap Bots, Done Quick!': 200}"
FoleyArtists,"{'Cheap Bots, Done Quick!': 200}"
dailysicp,"{'The Daily SICP': 198, 'Twitter for Android': 2}"
bot_de_colores,"{'Cheap Bots, Done Quick!': 200}"
Abolish_ICE_Now,{'asdasnbmnbbnmnbmad': 200}
BotEquippedWith,{'supermega_ebooks': 200}
mauritscorneIis,"{'EscherBot': 198, 'Twitter Web Client': 2}"
wikitimelines,{'wikitimelines_': 200}
DailyPianoScale,"{'Cheap Bots, Done Quick!': 200}"
bedbugbot,"{'bedbugbot': 129, 'Twitter for Android': 1}"
dragonhoards,"{'Cheap Bots, Done Quick!': 200}"
JoyOfBotRoss,{'JoyOfBotRoss Poster': 200}
resenhabot,"{'Cheap Bots, Done Quick!': 200}"
cientistas_bot,"{'Cheap Bots, Done Quick!': 200}"
osalgoritmos,"{'Cheap Bots, Done Quick!': 200}"
CozinhaBot,"{'Cheap Bots, Done Quick!': 200}"
NtflxGenerator,"{'Cheap Bots, Done Quick!': 200}"
CultureShip_bot,"{'Cheap Bots, Done Quick!': 200}"
everyherd_bot,{'EveryHerdBot': 200}
stellaraquaria,"{'Cheap Bots, Done Quick!': 200}"
FakeHQ,{'FakeHQTrivia': 200}
littlebubbot,"{'Cheap Bots, Done Quick!': 200}"
SpritesByBitsy,"{'Cheap Bots, Done Quick!': 200}"
SynonymSpectra,"{""Gawalt's Autoposter"": 200}"
window_scene,"{'Cheap Bots, Done Quick!': 200}"
yourwindowbot,"{'Cheap Bots, Done Quick!': 200}"
happyautomata,"{'libfsm': 198, 'Twitter Web App': 2}"
PrimitivePic,{'PrimitivePic': 200}
pollockdotexe,{'Pollock.exe': 200}
grow_slow,"{'grow_slow': 199, 'TweetDeck': 1}"
LatostadoraBot,{'Lotostodorono': 200}
ebooks_goetia,{'ADDRESSEE UNKNOWN': 200}
cloudplug,"{'Zapier.com': 196, 'TWEET.PHOTO': 4}"
faketmglyrics,{'Fake TMG lyrics': 200}
goth_lyrics,"{'Cheap Bots, Done Quick!': 200}"
BotConnectFour,{'cristyn-bot-testing': 200}
astrology_bot,"{'Cheap Bots, Done Quick!': 200}"
dopamineharvest,"{'GlitchDemon': 196, 'Twitter Web App': 4}"
CWF_Forecast,"{'Cheap Bots, Done Quick!': 198, 'TweetDeck': 2}"
DRyderNicknames,{'Nickname Generator': 200}
wavy_bgs,"{'wavy_bg_bot': 197, 'Twitter for Android': 3}"
LionelIpsum,{'Lionel Ipsum': 200}
hometapingkills,"{'Cheap Bots, Done Quick!': 200}"
EveryFeature,{'Every feature': 200}
thosewhodgiveup,"{'Cheap Bots, Done Quick!': 200}"
BRTLSTvsTRNGLFY,"{'Cheap Bots, Done Quick!': 200}"
fakefantas,{'Test bot fanta': 200}
LibraryH,"{'Cheap Bots, Done Quick!': 200}"
okay_campers,{'Okay Campers': 200}
TwinPeaksBot,{'sf twin peak twitter bot': 200}
ShowdownBot,{'ShowdownBot': 200}
WordsofMcCarthy,"{'Cheap Bots, Done Quick!': 200}"
weight_not_want,{'The Good(s) Consumer': 18}
AdvSettings_,"{'Cheap Bots, Done Quick!': 200}"
Slam140,{'negatendo_ebooks': 200}
arniecommentary,{'aniecommentary': 200}
arguetron,"{'Cheap Bots, Done Quick!': 200}"
256farben,{'Gerhard Richter': 200}
Vox_Plus,{'Vox Plus Bot': 200}
anywizard,"{'Any Wizard': 199, 'Twitter for Android': 1}"
Vox304,"{'Vox96': 160, 'Twitter Web Client': 1}"
_OutToSea_,"{'Cheap Bots, Done Quick!': 200}"
transitingnow,{'transitingnow': 200}
ManyShirts,"{'Cheap Bots, Done Quick!': 200}"
dayofweek_bot,{'Day of the Week Bot': 189}
HomeMoviesBot,{'Home Movies Bot': 200}
FermiPasteladox,{'Fermi Pasteladox': 200}
smilevector,{'forcedsmilebot': 200}
emoji_pizzas,"{'Cheap Bots, Done Quick!': 200}"
botinthewoods,"{'bot in the woods': 196, 'Twitter Web App': 3, 'Twitter for Android': 1}"
shakyinsultbot,"{'Cheap Bots, Done Quick!': 200}"
shakethatbrass2,{'Shake That Brass Bot': 200}
tweegeemee,"{'tweegeemee': 196, 'Twitter for Android': 4}"
rightnowbbcr1,{'Right now on BBC R1': 200}
rightnow6music,{'Now playing on BBC Radio 6 Music': 200}
SandpileArtBot,{'Sandpile Art Bot': 200}
howmanybigmacs,{'howmanybigmacs': 200}
genrenator,{'Genre Generator': 200}
trashcanlife,{'Enevo': 200}
arrrrdoubloons,{'arrrrdoubloons': 200}
last100bills,{'Last 100 bills': 200}
AppraisalBot,"{'AntiqueAppraisalBot': 199, 'Twitter Web Client': 1}"
galaxymarcopolo,"{'Cheap Bots, Done Quick!': 199, 'Tweetbot for iΟS': 1}"
maybe_the_real,"{'Cheap Bots, Done Quick!': 200}"
computerzooom,"{'Cheap Bots, Done Quick!': 200}"
time4gametheory,"{'Cheap Bots, Done Quick!': 200}"
sadkeanubot,"{'Cheap Bots, Done Quick!': 200}"
theasciiartbot,"{'Cheap Bots, Done Quick!': 200}"
Littlelandscap2,"{'Cheap Bots, Done Quick!': 200}"
whatkilledme,"{'Cheap Bots, Done Quick!': 200}"
boggle_bot,"{'Cheap Bots, Done Quick!': 200}"
birdbot4,{'TweetBot-4': 200}
badphotoquality,"{'Cheap Bots, Done Quick!': 200}"
corporabrackets,{'Twitter for iPhone': 200}
HalloSpacebot,{'HalloSpacebot': 200}
hypno__bot,{'Hypno Bot!': 200}
tinyspires,"{'Cheap Bots, Done Quick!': 200}"
theairplane_bot,"{'Cheap Bots, Done Quick!': 200}"
potus_in_parens,{'parenthetical': 200}
a_painting_bot,{'painter_bot': 200}
ArtConnoisseur_,{'Art Connoisseur': 200}
CatYoncee,{'CatYoncé': 200}
endingsummary,{'Plot Bot': 200}
cool_cats,{'doambot': 200}
gallet_city,{'Gallet City': 200}
ASCIIGalaxy,{'ASCII Galaxy': 200}
FOIAFeed,{'FOIA Feed': 200}
BracketMemeBot,{'Bracket Meme Bot': 200}
DumbHolidays,{'Holiday Generator': 200}
deitygalaxy,{'deitygalaxy': 200}
PrettyBirdsBot,{'PrettyBirdsBot': 200}
bubble_bott,{'bubblebott': 200}
Colourjams,{'Color Tweeter': 200}
Datasaurs,{'datasaurs-bot': 200}
WhosThatPokebot,"{""Who's That Pokemon Bot"": 200}"
DayFingrAuslan,{'dailyfingerspeak-bot': 200}
NiteAlps,"{'Cheap Bots, Done Quick!': 200}"
cityatnightbot,"{'Cheap Bots, Done Quick!': 200}"
78_bands,{'78 Bands Bot': 200}
ConceptNetPoet,{'ConceptPoems': 200}
HaikuNewsBot,{'HaikuNewsBot': 200}
beetlesbot,"{'beetle bot': 199, 'Twitter for Android': 1}"
tinygeom,"{'Cheap Bots, Done Quick!': 200}"
happyhappydb,{'happyhappydb': 200}
AmznTurkerHappy,{'happyamazonturker': 200}
BContestants,"{'Cheap Bots, Done Quick!': 200}"
joinmycause,{'Petition Generator': 200}
relativeprices,{'Relative Prices Bot': 200}
DaysTillFallBot,"{'Days till fall bot': 181, 'Twitter for Android': 17, 'Twitter Web App': 1}"
goTakeThis,{'goTakeThis': 200}
goldenhourSEA,"{'Golden Hour SEA': 171, 'Twitter for iPhone': 19, 'Twitterrific for iOS': 10}"
some_new_cities,"{'Cheap Bots, Done Quick!': 200}"
CryptoNamer,{'CryptoNamer': 200}
beerlabelbot,{'Bottle Label Bot': 200}
cavern_caravan,"{'Cheap Bots, Done Quick!': 200}"
Y_Under_YBot,{'YUnderY': 200}
newspaperbot,"{'CAmericaBot': 199, 'Twitter Web Client': 1}"
AntipodeBot,"{""Courtney's Bot"": 200}"
GoodDogsOfNYC,{'Good Dogs of NYC': 200}
all_the_planets,{'procedural_planets': 200}
CheapBits,"{'Cheap Bots, Done Quick!': 200}"
emojiMountain,{'reb leo': 200}
BostonSnowbot,{'BostonSnowbot': 200}
BingoBits,"{'Cheap Bots, Done Quick!': 200}"
BotCarrion,"{'Cheap Bots, Done Quick!': 200}"
Botgle,"{'botly': 199, 'Twitter Web Client': 1}"
BrutalistEngine,"{'The brutalist engine': 197, 'Tweetbot for iΟS': 3}"
Cecinestpas_exe,{'cecinestpas_': 200}
ChuckieNorrisie,{'ChuckieNorrisieTwitterBot': 199}
Clipart1994bot,{'1994 Clipart Bot': 200}
ATBrokenNews,{'ORFBrokenNewsBot': 200}
BikeVeniceBot,{'Bike Venice Bot': 200}
BikePortOfLABot,"{'Bike Port of LA Bot': 199, 'TweetDeck': 1}"
CutePetsBmore,{'CutePetsBmore': 200}
DailyDesiderata,{'DailyDesiderata': 200}
DearAssistant,{'Dear Assistant': 200}
DeepDreamThis,{'DeepDreamThis': 200}
Deutsch_Falsch,{'DeutschFalsch': 200}
DeuxTitres,{'DeuxTitres': 200}
Diaeresis_OTPs,{'Diaeresis OTPs': 200}
DoSomethingBot,"{'Cheap Bots, Done Quick!': 200}"
ESBcolor,{'ESBcolor': 200}
EmojiAquarium,"{'EmojiAquarium': 197, 'Twitter for iPhone': 2, 'iOS': 1}"
emojiastro,{'EmojiAstro': 200}
EmojiLoveBot,{'The love bot': 200}
EmojiMoodBot,{'MoodBotEmoji': 200}
Emojiforest,{'A forest': 200}
FederalistBot,{'Federalist Bot': 50}
FinnishFlags,"{'Why Are The Flags Up In Finland?': 94, 'Twitter Web Client': 2}"
FixmeBot,{'FixmeBot': 200}
FlagFacts,{'randimgbot': 200}
ForTheRecordBot,{'Twitter for iPhone': 200}
FrontPageBot,{'FrontPageBot': 200}
GOT_a_theory,"{'Cheap Bots, Done Quick!': 200}"
GalaxyGenerator,"{'Cheap Bots, Done Quick!': 200}"
GenerateACat,{'erased6213305': 200}
GitWishes,{'gitwishes': 200}
GoOutsideBot,"{'Cheap Bots, Done Quick!': 200}"
Gobbobot,{'Goblin_Generator': 200}
HeroGraveyard,"{'Cheap Bots, Done Quick!': 200}"
HiRISEBot,"{""Martin's Bot App"": 200}"
Hitch_Haiku,{'Hitch Haiku': 200}
HundredZeros,"{'IFTTT': 162, 'Mailchimp': 38}"
HypernymBot,{'Hypernym Bot': 200}
ImagesDArtBot,{'ImagesDArtBot': 200}
Kaleidopix,{'Kaleidopix': 200}
KeplerBot,{'GeertBot': 200}
LinkArchiver,"{'Link Archiver': 196, 'Twitter Web Client': 4}"
MMecharin,{'twurl-pc-tb': 200}
MancOrchSays,{'Manchester Orchestra Says': 200}
Mgk8BallBot,"{'Cheap Bots, Done Quick!': 200}"
Introspectorbot,{'Introspector Bot': 200}
JustDiedBot,{'JustDiedBot App': 200}
JeffGoldblumbot,"{'Cheap Bots, Done Quick!': 200}"
JSLibGenerator,{'Javascript Library Generator': 200}
NoEmojiForThis,{'NoEmojiForThis': 200}
NlProverbs,{'netherlandish proverbs': 200}
SVUFutureDrugs,{'SVU Future Drugs': 200}
SatelliteEurope,{'SatelliteEurope': 200}
SecretHistBot,{'Secret History Bot': 200}
StoryPremiseBot,{'StoryPremiseBot': 200}
SunsetGenerator,"{'Cheap Bots, Done Quick!': 200}"
TatsIllustrated,{'Tats Illustrated': 200}
TinyAdv,"{'Cheap Bots, Done Quick!': 200}"
TinyCrossword,{'Tiny Crosswords': 200}
TinyProtests,"{'Cheap Bots, Done Quick!': 200}"
TonightWeBot,"{'Cheap Bots, Done Quick!': 200}"
TrigonometryBot,{'TrigonometryBot': 200}
Trumpgone,{'Trump Countdown': 200}
UnicodeParade,{'uniparty': 200}
UC_Poesias_Bot,"{'Cheap Bots, Done Quick!': 200}"
UnlikelyPowers,"{'Cheap Bots, Done Quick!': 200}"
UnrealBritain,{'foilman': 200}
VillanelleBot,{'Villanelle Bot': 200}
VergleichBot,{'WellActually-Bot': 200}
WikiPhotoFight,{'Wiki Photo Fight': 200}
WikihowDreams,{'WikiDreams': 200}
WikipediaBits,{'WikipediaBits': 200}
WizardGenerator,{'Wizard Generator': 200}
YouLookNiceBot,"{'Cheap Bots, Done Quick!': 200}"
XYZPunk,"{'Cheap Bots, Done Quick!': 200}"
allTheTyping,"{'Cheap Bots, Done Quick!': 200}"
alleverleser,{'Buffer': 200}
all_in_cards,{'All in the Cards': 200}
alltheminutes,{'retweet minutes': 167}
alltheplanets,{'PlanetBot': 200}
AlmostAmends,{'US Almost Amendments': 200}
anappleadaybot,"{'Cheap Bots, Done Quick!': 200}"
AndromedaBot,{'Joe Fox Bots': 200}
anthrobotica,"{'Cheap Bots, Done Quick!': 200}"
artassignbot,{'Auto Post Bot': 200}
astrobot3000,"{'Cheap Bots, Done Quick!': 200}"
astrove_bot,"{'Trove Astronomy Bot': 199, 'Twitter for iPhone': 1}"
bankedits,{'Bank Edits': 200}
betteridge_bot,{'betteridge-bot': 200}
archillect,"{'Archillect': 198, 'Twitter Web App': 2}"
autoarspoetica,{'arspoeticabot': 200}
bon_appetiny,"{'Cheap Bots, Done Quick!': 200}"
bot_ideas,"{'Cheap Bots, Done Quick!': 200}"
bot_teleport,"{'Cheap Bots, Done Quick!': 200}"
bot_the_dickens,"{'Cheap Bots, Done Quick!': 200}"
BotBaum,{'BotBaum': 200}
botdoesnot,"{'Cheap Bots, Done Quick!': 200}"
botmakingart,{'botmakingart': 200}
botshopecash,{'botshopecash': 200}
botsmellslike,"{'Cheap Bots, Done Quick!': 200}"
BowBowoof,"{'BowBowoof': 134, 'twittbot.net': 66}"
brandnewplanet,"{'Cheap Bots, Done Quick!': 200}"
btcsupply,{'btcsupply_bot': 200}
busyadvice,{'Business Advice Bot': 200}
CarloMarxBot,{'Glitch Howl': 200}
catalog_drowsy,{'catalog_drowsy': 200}
catsnacks,{'catsnacks': 200}
cdarwin,"{'HMSBeagle': 199, 'Twitter Web App': 1}"
ceasedesistbot,{'cease ': 200}
censusAmericans,{'censusAmericans': 200}
chernobylstatus,{'Chernobyl Status': 200}
choochoobot,{'choo choo bot': 200}
civ5_jobs,{'swizzard_botmaster': 200}
clitoscope,{'Clitoscope': 200}
collationBot,{'CollationBot': 200}
colorschemez,{'Joe Fox Bots': 200}
cryptword,{'Cryptword Daily': 200}
daft_stars,"{'Cheap Bots, Done Quick!': 200}"
dailyasteri,{'dailyasteri': 200}
dailyglacier,"{'dailyglacierbot': 192, 'Twitter for Android': 8}"
dailyoblo,"{'Cheap Bots, Done Quick!': 200}"
DailyPatent,{'DailyPatent': 200}
deshumani,{'deshumani': 200}
differencebot,{'difference': 200}
digitisethedawn,"{'DigitiseTheDawn': 194, 'Tweetbot for iΟS': 3, 'Twitter Web App': 2, 'Twitter Web Client': 1}"
donorschamps,{'Starpilot': 200}
dscovr_epic,"{'DISCOVR EPIC': 198, 'Twitter Web Client': 1, 'TweetDeck': 1}"
dungeon_junk,"{'Cheap Bots, Done Quick!': 190, 'Twitter for Android': 10}"
earthin24,{'earthin24': 200}
emojiUSA,{'emoji for America Bot': 200}
emocage,"{'Cheap Bots, Done Quick!': 200}"
emojitoemoji,"{'Cheap Bots, Done Quick!': 200}"
everyarabicword,"{'Every Arabic Word': 199, 'Twitter Web App': 1}"
everyonesai,"{'Cheap Bots, Done Quick!': 200}"
everyportland,{'everyportland': 200}
fake2pmfics,"{'Cheap Bots, Done Quick!': 200}"
fallingleafbot,"{'Cheap Bots, Done Quick!': 200}"
fishyglyph,{'fishyglyph': 200}
fiwotd,{'Finnish word of the day': 200}
forestgen,{'forestgen': 200}
functionalemoji,{'functionalemoji': 200}
future_junk,"{'Cheap Bots, Done Quick!': 200}"
genderposibot,"{'Cheap Bots, Done Quick!': 200}"
gettophilosophy,{'get to philosophy': 200}
gimmeapc,"{'PCGenerator': 198, 'Twitter for Android': 2}"
glossatory,{'Glossatory': 200}
greatartbot,{'Great Art Bot': 200}
HaikuMurakami,{'HaikuMurakami': 200}
happymoonbot,"{'Cheap Bots, Done Quick!': 200}"
hashfacade,"{'Cheap Bots, Done Quick!': 200}"
headsandwings,"{'Cheap Bots, Done Quick!': 200}"
himawari8bot,"{'space, jerks.': 200}"
holidaybot4000,{'Holidaybot4000': 200}
i_luv_recipes,{'i luv recipes': 200}
iamaslowtrain,{'I Am A Slow Train': 200}
ilovethisbot,{'I Heart Locations': 200}
infinitedeserts,"{'Cheap Bots, Done Quick!': 200}"
insectsbot,"{'Cheap Bots, Done Quick!': 200}"
instruction_bot,{'Instruction Bot': 200}
intensificator,{'ruby_ebooks': 200}
ip2location,"{'IP2Location': 185, 'Hootsuite Inc.': 9, 'Twitter Web App': 6}"
kaffee_reminder,"{'Cheap Bots, Done Quick!': 199, 'Twitter for Android': 1}"
kaikkisanat,{'kaikkisanat': 200}
kramer_v_trump,{'Kramer Says': 200}
lettergamebot,"{'Cheap Bots, Done Quick!': 200}"
kiddieridesbk,{'Kiddie Rides of Brooklyn': 200}
licensemee,{'License-o-rama': 200}
LikeBotLove,{'LikeBotLove': 200}
LovecraftMix,{'LovecraftMix': 200}
lilly_print_bot,"{'Cheap Bots, Done Quick!': 200}"
LSystemBot,{'LSystemBot': 200}
lovetheseas,"{'Cheap Bots, Done Quick!': 200}"
lovebotcraft,{'lovebotcraft': 200}
legitvgcheats,"{'Cheap Bots, Done Quick!': 200}"
lycanthrobot,{'lycanthrobot': 200}
manpagedujour,{'manpage-du-jour': 200}
markovgilmore,{'lost_gilmore_girls': 200}
MasksAndHats,{'masks-and-hats': 200}
mazeaday,{'mazeaday_posting': 200}
menubot,{'menubotisabot': 200}
mesmerinion,{'mightymesmer-bot': 200}
metalband_exe,{'metalband.exe': 200}
metropologeny,"{""Martin's Bot App"": 200}"
minetweeter_,{'Horse Video Games': 200}
minimazesolver,{'minimazesolver': 200}
moon_rise_bot,"{'Moonrise Bot': 160, 'Twitter Web Client': 40}"
moonshotbot,{'Moon Shot Bot': 200}
nailpolishbot,{'Nail polish bot': 200}
NeonaziWallets,"{'Neonazi Bitcoin Tracker': 195, 'Twitter for iPhone': 5}"
needsref,{'Needs Reference Bot': 200}
neuralgae,{'neuralgae': 200}
nhcbot,{'everybot': 200}
NYPLEmoji,{'NYPL Emoji Bot': 200}
nyt_diff,{'nytdiff': 200}
okbabynames,"{'Cheap Bots, Done Quick!': 200}"
omg_movies,{'omg_movies': 200}
on_this_day_bot,{'Fairytale Bot': 200}
osspbot,{'OSSP Bot': 200}
paintergoblin,"{'The Painter Goblin': 188, 'Twitter for iPhone': 12}"
PaintNames,{'Elodin': 200}
paintnumbersbot,"{'Cheap Bots, Done Quick!': 200}"
pata_amiga,{'webHoBot': 200}
particlemanbot,"{'Cheap Bots, Done Quick!': 200}"
patchslitt,"{'Cheap Bots, Done Quick!': 200}"
PermitBot,{'Permit Bot': 200}
petitsmotifs,"{'Cheap Bots, Done Quick!': 200}"
pico8bot,{'pico8bot': 200}
pleading_bot,"{'Cheap Bots, Done Quick!': 200}"
pls_take_breaks,"{'Cheap Bots, Done Quick!': 200}"
pomological,{'pombot': 200}
porcadapalabra,"{'porcadapalabra': 199, 'Twitter Web App': 1}"
precure_screens,{'twurl-pc-tb': 200}
proverbsbot,"{'Cheap Bots, Done Quick!': 200}"
randomeditation,"{'Cheap Bots, Done Quick!': 200}"
ReyloConfused,{'ReyloConfused': 200}
realtimebus,{'I ⬛︎ JUDD': 200}
oliviataters,{'newolivia': 200}
selfportraitexe,{'selfportrait.exe': 200}
sixworderbot,"{'Cheap Bots, Done Quick!': 200}"
selfcare_bot,"{'Cheap Bots, Done Quick!': 200}"
saysthekremlin,{'Zapier.com': 200}
riverlevel_1867,{'Gauge Map UK Tweeter': 200}
space_stories,"{'Cheap Bots, Done Quick!': 200}"
rfcdujour,{'rfc-du-jour': 200}
someboxes,"{'Cheap Bots, Done Quick!': 200}"
soamazingquote,{'So Amazing Quote': 200}
spaceoverlord,"{'Cheap Bots, Done Quick!': 200}"
spacetravelbot,"{'Cheap Bots, Done Quick!': 200}"
TheRiddlerBot,{'TheRiddlerBot': 200}
personaIitea,"{'Cheap Bots, Done Quick!': 200}"
sunrisebot,{'sunrise bot': 200}
sunnyday4pm,"{'Sunny Day, 4 PM': 200}"
subtitle_buoy,{'Subtitle Buoy': 200}
start_this_up,{'Start This Up': 200}
symmetric_curve,{'Symmetric Curves': 200}
tamagotchi_img,{'Twamagotchi': 200}
techclothes,"{'Cheap Bots, Done Quick!': 200}"
texasflags,"{'Cheap Bots, Done Quick!': 200}"
theclivebot,{'firstclivebot': 200}
thedoomclock,{'Doom Clock': 200}
thehoroscopebot,"{'Cheap Bots, Done Quick!': 200}"
thelockbot,"{'Cheap Bots, Done Quick!': 200}"
thereisnoiin,"{'Cheap Bots, Done Quick!': 200}"
ThesaurusGame,{'ThesaurusGame': 200}
thetrumpwatcher,{'The Trump Watcher': 200}
three_shape_bot,"{'Cheap Bots, Done Quick!': 200}"
tinyisles,"{'Cheap Bots, Done Quick!': 200}"
tiny_bus_stop,"{'Cheap Bots, Done Quick!': 200}"
tiny_gardens,"{'Cheap Bots, Done Quick!': 200}"
tiny_cityscapes,"{'Cheap Bots, Done Quick!': 200}"
tiny_kepler,{'tiny_fridge': 200}
tiny_raindrops_,"{'Cheap Bots, Done Quick!': 200}"
tiny_seas,"{'Cheap Bots, Done Quick!': 200}"
tiny_star_field,{'tiny star field': 200}
tinyknotwork,"{'Cheap Bots, Done Quick!': 200}"
tinypoemgen,{'google script poem generator': 200}
tinyskylines,{'Tiny Skylines': 200}
trafficgifs,{'everybot': 200}
trendbot,{'wikipedia.trending.eu': 200}
tweetgameoflife,"{""Conway's Game"": 200}"
twoemojicons,"{'Cheap Bots, Done Quick!': 200}"
unchartedatlas,"{""Martin's Bot App"": 200}"
unicode_garden,"{'Cheap Bots, Done Quick!': 200}"
usinjuries,{'usinjuries': 200}
vexilloherald,"{'Cheap Bots, Done Quick!': 199, 'Twitter for iPhone': 1}"
vroom_vroom_bot,{'vroomvroombot': 200}
wait4swear,{'Wait4Swear': 200}
wayback_exe,{'wayyyyyyyyyyback': 200}
wdywam,{'WDYWAM': 200}
whatshouldiknit,"{'Cheap Bots, Done Quick!': 200}"
WhyBeBot,{'WhyBeBot': 200}
wordfindatron,{'wordfindatron': 200}
ablankblank,{'\u200bw\u200beb\u200b': 200}
__birds__,"{'Cheap Bots, Done Quick!': 200}"
_blackobs,{'Black obs': 200}
_ku_bot,"{'Cheap Bots, Done Quick!': 199, 'Twitter Web App': 1}"
_numberstation,"{'Cheap Bots, Done Quick!': 200}"
_sys_bot_,{'swizzard_botmaster': 200}
___graveyard,"{""basile's deep web"": 200}"
AwfulEmoji,"{'Cheap Bots, Done Quick!': 200}"
AuspiciousItems,"{'Cheap Bots, Done Quick!': 200}"
BaanaCounter,{'Baana Counter': 200}
BackToWorkBot,"{'Cheap Bots, Done Quick!': 200}"
BennyNumbers,{'The Teebots': 200}
BiffySays,{'BiffySays': 200}
BikeDTLABot,{'Bike DTLA Bot': 200}
thetinygallery,"{'Cheap Bots, Done Quick!': 200}"
one_small_bot,{'One Small Bot': 200}
ItIsYourData,"{'Cheap Bots, Done Quick!': 200}"
BMovieGenerator,"{'Cheap Bots, Done Quick!': 200}"
emoji__polls,{'Twitter for iPhone': 200}
buoypix,{'buoy pix': 200}
JeuDuDicoBot,{'JeuDuDicoBot': 200}
thetinySAURS,{'THE tinySAURS GENERATOR': 200}
poem_exe,{'poem.exe': 200}
tiny_forests,"{'Cheap Bots, Done Quick!': 200}"
NixieBot,{'tweetneon': 200}
wildflowersbot,"{'WildflowersBot': 199, 'Twitter for Android': 1}"
xenolexica,"{'Cheap Bots, Done Quick!': 200}"
wrongquotebot,{'Wrong Quote Bot': 200}
ProcPlanets,"{'dlvr.it': 198, 'Twitter Web Client': 2}"
PotterPapers,"{'Cheap Bots, Done Quick!': 200}"
ObliqueBot,{'Oblique Bot': 200}
ObamaLivesOn,{'ObamaLivesOn': 200}
11_11_bot,"{'Cheap Bots, Done Quick!': 200}"
5adaybot,"{'Cheap Bots, Done Quick!': 200}"
darndesttruisms,{'holzerkidbot': 200}
PhilipBloom,"{'Tweetbot for iΟS': 98, 'Tweetbot for Mac': 81, 'Twitter for iPhone': 7, 'Vimeo': 6, 'Twitter Web Client': 3, 'Twitter for iPad': 3, 'Twitter Web App': 2}"
AndreaGhidone,"{'Twitter for iPhone': 143, 'Twitter Web App': 32, 'Instagram': 17, 'Twitter for Android': 4, 'Twitter for iPad': 4}"
ArianFoster,{'Twitter for iPhone': 200}
TigerWoods,"{'Twitter for iPhone': 180, 'Twitter Web App': 12, 'Twitter Web Client': 5, 'opendorse': 3}"
DRdancestudio,"{'Facebook': 79, 'Twitter for iPhone': 64, 'Instagram': 35, 'Twitter Web Client': 18, 'iOS': 2}"
Naoto_EX_3JSB_,"{'Twitter for iPhone': 91, 'Instagram': 71, 'Twitter Web App': 35, 'Twitter for iPad': 2, 'ついっぷる for iPhone': 1}"
AnnaKeymer,"{'Twitter Web Client': 51, 'FastBird': 7}"
PraFeBrum,"{'Instagram': 120, 'Twitter for iPhone': 55, 'Twitter for Android': 25}"
chasejarvis,"{'CoSchedule': 136, 'Twitter for iPhone': 64}"
NargisFakhri,"{'Twitter for iPhone': 154, 'Instagram': 38, 'Twitter Web App': 7}"
SGanguly99,{'Twitter for iPhone': 200}
martinfowler,"{'Twitter Web App': 196, 'Twitter for iPhone': 4}"
RanveerOfficial,"{'Twitter for Android': 115, 'Twitter Web App': 66, 'Twitter Media Studio': 14, 'Twitter for iPhone': 5}"
LerynFranco,"{'Twitter for Android': 126, 'Instagram': 73}"
RareCat,"{'Twitter Web App': 67, 'Twitter for Android': 62, 'Twitter Web Client': 56, 'Instagram': 14, 'Tweepsmap': 1}"
GUTY14HAZ,"{'Twitter for iPhone': 190, 'Twitter for iPad': 5}"
SahilBulla,"{'Twitter Web App': 121, 'Twitter for Android': 76}"
caetanoveloso,"{'Twitter for iPhone': 196, 'Facebook': 3, 'Twitter Web App': 1}"
Sah75official,"{'Instagram': 155, 'Twitter for Android': 41, 'Twitter for iPhone': 4}"
CAROLE_SAMAHA,"{'Twitter for iPhone': 169, 'Twitter for Android': 28, 'Twitter Web App': 2}"
SerkanOzelKitap,"{'Twitter Web Client': 78, 'Twitter for iPhone': 44, 'Twitter Web App': 35, 'TweetDeck': 1}"
KristenDeLuca,"{'Instagram': 181, 'Twitter for Android': 15, 'Twitter Web Client': 2, 'Facebook': 2}"
dmzkor,{'Twitter Web Client': 200}
agnezmo,"{'Twitter for iPhone': 199, 'Instagram': 1}"
mrmelee,"{'Twitter for iPhone': 194, 'Twitter Web App': 3, 'Instagram': 1, 'Periscope': 1, 'Bandsintown': 1}"
solennheussaff,"{'Twitter for Android': 115, 'Instagram': 81}"
Franparman,"{'Twitter for iPhone': 180, 'Instagram': 16}"
AmeliaLilyOffic,"{'Instagram': 121, 'Twitter for iPhone': 79}"
konkonas,{'Twitter for iPhone': 199}
JYHeffect,"{'Instagram': 142, 'Twitter for iPhone': 54, 'Twitter Web Client': 4}"
sarahw,{'Twitter Web App': 200}
JFCadavid,{'Twitter for Android': 200}
RabehSaqer,{'Twitter for iPhone': 200}
marianavaladao,"{'Facebook': 155, 'Instagram': 27, 'Twitter for iPhone': 18}"
ASAPferg,"{'Twitter for iPhone': 182, 'Twitter Web App': 16}"
Flordelav,"{'Twitter for iPhone': 180, 'Instagram': 20}"
Faitelson_ESPN,"{'Twitter for iPhone': 161, 'Twitter Web App': 36, 'Twitter for iPad': 3}"
KatiePrice,"{'Twitter for iPhone': 195, 'Twitter Web App': 1}"
StephenMerchant,"{'Twitter for iPhone': 199, 'Twitter Web App': 1}"
russwest44,"{'Twitter for iPhone': 187, 'Echofon': 11, 'Twitter for Android': 2}"
